words,1,2,3,dop,l_en,r_en,score,diff_en,rep_words,dop1,l_en1,r_en1,diff_en1,score1
是不行,1.6156707e-06,0.00013733201,85.0000001407302,-8.740332,1.2552725,1.9956352,-5.489424,-0.7403626999999999,还是不行,-8.727535,1.7323937,1.3424227,0.38997100000000007,-5.6527185
太软,1.6156707e-06,0.00013571633999999997,84.00000056292083,-7.313073,0.0,1.5314789,-5.7815943,-1.5314789,耳根子太软,-5.739219,0.69897,0.69897,0.0,-4.3412795
不接,1.6156707e-06,0.00013410066999999999,83.00000098511144,-8.562315,1.8633229,0.90309,-5.7959023,0.9602329000000001,不接受反驳,-7.08545,2.4899585,2.4183013,0.0716572000000002,-2.17719
次买了,1.6156707e-06,0.00013410066999999999,83.00000098511144,-8.573457,1.4149734,2.4329693,-4.7255144,-1.0179958999999998,这次买,-8.527833,1.6232493,1.20412,0.4191292999999998,-5.700464
不评论,1.6156707e-06,0.000132485,82.00000140730207,-7.530368,0.0,1.7075702,-5.822798,-1.7075702,赞不评论,-5.741788,0.0,0.0,0.0,-5.741788
的气,1.6156707e-06,0.00013086933000000002,81.00000182949269,-9.115671,2.139879,1.230449,-5.745343,0.9094300000000002,气息,-8.617082,1.3617278,1.5563025,-0.1945747,-5.6990514
花屏,1.6156707e-06,0.00013086933000000002,81.00000182949269,-7.9941106,0.90309,2.10721,-4.9838104,-1.2041199999999999,出现花屏,-7.1553693,1.1760913,1.0413927,0.1346985999999999,-4.9378853
一塌糊涂,6.500807e-06,0.000525093,80.7735083935239,-8.426709,1.0791812,1.8633229,-5.4842052,-0.7841416999999999,,,,,,
刚开,1.6156707e-06,0.00012763799,79.00000267387394,-9.0504465,2.139879,1.3617278,-5.5488396,0.7781512000000002,刚开始,-8.583981,1.4149734,1.3802112,0.034762200000000076,-5.788796
标的,1.6156707e-06,0.00012763799,79.00000267387394,-7.006865,0.0,1.30103,-5.705835,-1.30103,目标,-5.7894716,0.0,0.0,0.0,-5.7894716
脚踝扭,1.2501552e-07,9.694024e-06,77.54256480908381,-6.3064504,1.5682018,0.47712126,-4.2611275,1.09108054,脚踝扭伤,-5.8144345,1.50515,1.5440681,-0.038918100000000067,-2.7652166
在了,1.6156707e-06,0.00012440665,77.00000351825517,-9.691361,1.5185139,2.357935,-5.814913,-0.8394210999999998,放在,-7.9094825,0.90309,1.20412,-0.30103000000000013,-5.8022723
元买的,1.6156707e-06,0.00012279097,75.99999493371256,-8.986359,1.3617278,2.0791812,-5.5454497,-0.7174533999999999,,,,,,
无语了,3.3129112e-05,0.002502674,75.54304487769727,-6.601549,0.7781513,0.0,-5.8233976,0.7781513,无语了L,-8.497228,1.5185139,1.6812413,-0.16272739999999986,-5.297473
少东西,1.6156707e-06,0.000119559634,74.00000028146042,-8.80984,1.0791812,2.149219,-5.58144,-1.0700378,多少东西,-8.423534,1.3802112,1.6812413,-0.30103009999999997,-5.3620815
家伙,1.6156707e-06,0.000119559634,74.00000028146042,-8.913785,1.230449,1.9542425,-5.7290936,-0.7237935000000002,小家伙,-9.451443,1.845098,1.8633229,-0.0182249000000001,-5.743022
还是算了,1.6156707e-06,0.000117943964,73.00000070365104,-8.353499,2.064458,1.2787536,-5.010288,0.7857044000000002,,,,,,
9天,1.6156707e-06,0.000117943964,73.00000070365104,-8.513617,1.0413927,1.8325089,-5.6397147,-0.7911162,倒计时9天,-7.190212,1.8512584,1.8512584,0.0,-3.4876952
打不,1.6156707e-06,0.000116328294,72.00000112584165,-9.373052,2.480007,1.7075702,-5.1854744,0.7724368000000001,打不开,-7.7245784,1.0413927,0.9542425,0.08715020000000007,-5.728943
今天1,1.6156707e-06,0.000116328294,72.00000112584165,-9.455917,2.4668677,1.230449,-5.758601,1.2364187,今天10点,-7.933099,1.7323937,1.8808136,-0.14841989999999994,-4.3198915
质量非常,1.6156707e-06,0.00011309695,69.99999746685627,-8.007667,1.8260748,1.0791812,-5.102411,0.7468935999999999,质量非常好,-7.312914,1.80618,1.5185139,0.2876660999999998,-3.98822
买不了上当,1.6156707e-06,0.00011309695,69.99999746685627,-6.401569,1.2787536,2.146128,-2.9766872,-0.8673744000000001,,,,,,
这表,1.6156707e-06,0.00010986561000000002,67.99999831123752,-9.204441,2.4183013,1.39794,-5.3881993,1.0203613,这表明,-8.194095,1.2552725,1.1760913,0.07918120000000006,-5.762731
的说明书,1.6156707e-06,0.00010986561000000002,67.99999831123752,-8.2138195,0.60206,1.9542425,-5.6575174,-1.3521825,,,,,,
怎么这,1.6156707e-06,0.00010986561000000002,67.99999831123752,-8.57858,2.0253057,0.7781513,-5.7751226,1.2471544,怎么这么,-8.775963,1.462398,1.60206,-0.13966199999999995,-5.711505
个的,1.6156707e-06,0.00010663427,65.99999915561875,-10.2647505,2.1818435,3.1436393,-4.939267,-0.9617958,一个个,-8.656719,1.447158,1.5563025,-0.10914449999999998,-5.653259
什么区别,7.875978e-06,0.0005137833,65.23422615188072,-8.506993,0.7781513,2.064458,-5.664384,-1.2863067000000001,没什么区别,-7.4810085,2.3961995,2.0128372,0.38336229999999993,-3.0719721
都差,1.6156707e-06,0.0001050186,64.99999957780938,-8.645281,2.7678976,1.8920946,-3.9852886,0.8758029999999999,差不多,-8.421426,1.3617278,1.30103,0.060697800000000024,-5.758668
质量还不,1.6156707e-06,0.0001050186,64.99999957780938,-7.8368974,1.8512584,1.1139433,-4.8716955,0.7373151,质量还不错,-6.8731117,1.7323937,1.39794,0.3344537000000001,-3.7427778
的后,1.6156707e-06,0.00010340293,64.0,-9.387794,2.525045,1.5797836,-5.282965,0.9452613999999999,后果,-8.325022,1.30103,1.230449,0.070581,-5.793543
克的,1.6156707e-06,0.00010340293,64.0,-9.106611,2.4517865,3.1652443,-3.4895804,-0.7134578,星巴克,-9.077865,1.690196,1.6334685,0.05672750000000004,-5.7542
是服务,1.6156707e-06,0.00010340293,64.0,-7.172714,0.30103,1.447158,-5.424526,-1.146128,,,,,,
简直不,1.6156707e-06,0.00010178726000000001,63.00000042219062,-8.50981,2.1583624,1.3222193,-5.0292287,0.8361431000000001,简直不要,,,,,
天使用,1.6156707e-06,0.00010017159,62.00000084438125,-8.819021,1.3802112,2.133539,-5.305271,-0.7533277999999999,每天使用,-8.613048,1.3424227,1.60206,-0.25963730000000007,-5.6685653
颗星,1.6156707e-06,0.00010017159,62.00000084438125,-6.517242,0.845098,0.0,-5.672144,0.845098,颗星辰,-8.214162,1.0,1.4149734,-0.41497340000000005,-5.7991886
似得,1.6156707e-06,9.855591599999999e-05,61.00000126657186,-6.864383,1.0413927,0.0,-5.8229904,1.0413927,,,,,,
什么用,1.6156707e-06,9.855591599999999e-05,61.00000126657186,-7.748744,0.60206,1.3617278,-5.7849565,-0.7596677999999999,有什么用,-8.817266,1.6232493,1.60206,0.021189299999999855,-5.5919576
SK,1.6156707e-06,9.694024600000001e-05,60.000001688762474,-9.420497,2.2718415,1.3222193,-5.826436,0.9496221999999999,SKII,-8.612358,1.447158,1.3424227,0.10473529999999998,-5.8227777
既然没有,1.6156707e-06,9.532457e-05,58.99999760758649,-7.219569,1.4149734,0.0,-5.804596,1.4149734,,,,,,
看错,1.6156707e-06,9.532457e-05,58.99999760758649,-8.900374,1.50515,2.2718415,-5.123383,-0.7666914999999999,没看错,-8.230091,1.2787536,1.7403626,-0.46160900000000016,-5.2109747
差甚远,1.6156707e-06,9.532457e-05,58.99999760758649,-8.030991,0.47712126,1.770852,-5.783017,-1.29373074,相差甚远,-8.035537,1.8260748,1.763428,0.0626468,-4.4460344
幌子,1.6156707e-06,9.209323e-05,56.99999845196773,-8.2308035,1.1760913,2.0530784,-5.0016336,-0.8769871,,,,,,
性价比还,1.6156707e-06,9.209323e-05,56.99999845196773,-8.458826,2.075547,1.30103,-5.0822487,0.7745169999999999,,,,,,
开线,1.6156707e-06,9.209323e-05,56.99999845196773,-6.4464903,1.1139433,0.0,-5.332547,1.1139433,,,,,,
男的,1.6156707e-06,9.209323e-05,56.99999845196773,-8.872868,1.0791812,2.0,-5.7936864,-0.9208187999999999,一男,,,,,
你们真,1.6156707e-06,9.209323e-05,56.99999845196773,-8.73551,2.460898,1.69897,-4.575642,0.7619279999999997,,,,,,
算不错,1.6156707e-06,9.209323e-05,56.99999845196773,-8.08875,1.0,1.9242793,-5.1644707,-0.9242793,还算不错,-7.9389625,1.7242758,1.8573325,-0.13305670000000003,-4.357354
买了第,1.6156707e-06,9.047755999999999e-05,55.999998874158344,-8.585196,2.2787535,1.2787536,-5.0276885,0.9999999000000002,买了第一双,-6.8641324,1.8976271,1.7323937,0.16523339999999997,-3.2341113
的果,1.6156707e-06,9.047755999999999e-05,55.999998874158344,-9.624109,2.4668677,1.5682018,-5.58904,0.8986658999999999,果实,-7.556399,0.90309,0.90309,0.0,-5.750219
我多,1.6156707e-06,9.047755999999999e-05,55.999998874158344,-6.8022203,1.0,0.0,-5.8022203,1.0,我多想,-8.46255,1.7242758,1.39794,0.32633580000000006,-5.3403344
感觉差,1.6156707e-06,8.886189e-05,54.999999296348975,-8.578168,2.1238515,1.3802112,-5.074105,0.7436402999999998,感觉差不多,-7.9367146,1.9190781,1.8325089,0.08656919999999979,-4.1851273
套的,1.6156707e-06,8.886189e-05,54.999999296348975,-8.987099,1.146128,2.4183013,-5.4226694,-1.2721733,配套,-7.8141537,1.0,1.0791812,-0.07918120000000006,-5.7349725
的特,1.6156707e-06,8.724622e-05,53.999999718539584,-9.415295,2.2855573,1.447158,-5.6825795,0.8383992999999998,特点,,,,,
发现一,1.6156707e-06,8.563055e-05,53.00000014073021,-9.299863,2.3159704,1.60206,-5.3818326,0.7139103999999998,发现一只,-8.846322,1.5682018,1.50515,0.06305179999999999,-5.77297
人管,1.6156707e-06,8.563055e-05,53.00000014073021,-7.596403,0.30103,1.5440681,-5.7513046,-1.2430381000000001,没人管,-8.287367,1.30103,1.20412,0.09690999999999983,-5.7822165
真的不值,1.6156707e-06,8.563055e-05,53.00000014073021,-8.436367,2.1105897,1.39794,-4.927837,0.7126496999999998,,,,,,
讲真的,1.6156707e-06,8.563055e-05,53.00000014073021,-7.6693096,1.5682018,0.30103,-5.8000774,1.2671717999999998,讲真的我,-8.388008,1.4913617,1.748188,-0.2568263000000002,-5.1484585
这是第,1.6156707e-06,8.563055e-05,53.00000014073021,-8.503935,2.2479732,1.146128,-5.1098332,1.1018452,这是第一次,-8.137481,2.2329962,2.3117537,-0.07875750000000004,-3.592731
松的,1.6156707e-06,8.563055e-05,53.00000014073021,-9.200877,1.230449,2.3283796,-5.642049,-1.0979306,放松,-8.6888,1.462398,1.50515,-0.0427519999999999,-5.721252
的提,1.6156707e-06,8.401488e-05,52.00000056292082,-9.214591,3.1068707,2.3138673,-3.793853,0.7930033999999999,提升,-9.199721,1.6127839,1.7923917,-0.1796078000000001,-5.7945457
个好的,1.6156707e-06,8.401488e-05,52.00000056292082,-9.02811,1.9344984,2.8356905,-4.2579207,-0.9011921,一个好,-8.904995,1.6627579,1.50515,0.1576078999999999,-5.7370872
点不一样,1.6156707e-06,8.401488e-05,52.00000056292082,-8.685977,1.0791812,1.7853298,-5.821466,-0.7061485999999999,有点不一样,-7.910032,2.3201463,2.071882,0.24826430000000022,-3.5180037
了还是怎么,1.6156707e-06,8.401488e-05,52.00000056292082,-8.027421,2.0863597,1.3617278,-4.5793333,0.7246319000000001,,,,,,
能用了,1.6156707e-06,8.401488e-05,52.00000056292082,-8.764858,1.3222193,2.0374265,-5.4052124,-0.7152072,不能用,-8.537011,1.3802112,1.5185139,-0.1383027000000001,-5.6382856
不着,1.6156707e-06,8.401488e-05,52.00000056292082,-8.389699,0.69897,1.8808136,-5.8099155,-1.1818436,睡不着,-7.6768312,1.0791812,1.146128,-0.06694679999999997,-5.451522
块钱买的,1.6156707e-06,8.401488e-05,52.00000056292082,-8.389409,1.39794,2.2648177,-4.726651,-0.8668777000000001,十块钱买,-7.4906144,1.6232493,1.7323937,-0.10914440000000014,-4.134971
性价比不,1.6156707e-06,8.239921e-05,51.000000985111456,-8.72355,2.1271048,1.30103,-5.295415,0.8260748000000002,性价比不高,-6.8530126,2.045323,2.0,0.04532299999999978,-2.8076897
骂人,3.875481e-06,0.00019388049,50.027464738573855,-8.037403,1.6334685,0.69897,-5.7049646,0.9344985,骂人生成器,-5.7302933,1.0,0.845098,0.15490199999999998,-3.8851953
其实还,1.6156707e-06,8.078354e-05,50.00000140730207,-8.87241,2.089905,1.3617278,-5.4207773,0.7281772,,,,,,
还是很不,1.6156707e-06,8.078354e-05,50.00000140730207,-8.436948,2.5987904,1.7993406,-4.038817,0.7994497999999999,,,,,,
是服了,1.6156707e-06,8.078354e-05,50.00000140730207,-8.543693,0.90309,2.2878017,-5.352801,-1.3847117000000002,真是服,,,,,
的推,1.6156707e-06,8.078354e-05,50.00000140730207,-9.457353,2.365488,1.6532125,-5.438652,0.7122755000000001,推荐,-8.82613,1.5314789,1.50515,0.02632889999999999,-5.789501
5码,1.6156707e-06,8.078354e-05,50.00000140730207,-8.85735,1.5682018,2.365488,-4.9236603,-0.7972862000000001,45码,-8.064244,1.6127839,1.845098,-0.23231409999999997,-4.6063623
这次真,1.6156707e-06,8.078354e-05,50.00000140730207,-8.603973,2.3598354,1.4771212,-4.7670164,0.8827142000000001,,,,,,
说是不是,1.6156707e-06,8.078354e-05,50.00000140730207,-7.922894,0.90309,1.6627579,-5.357046,-0.7596679,你说是不,,,,,
是干的,1.6156707e-06,8.078354e-05,50.00000140730207,-8.034951,0.0,2.4183013,-5.6166496,-2.4183013,,,,,,
没有自,1.6156707e-06,8.078354e-05,50.00000140730207,-9.125725,2.3673558,1.5440681,-5.214301,0.8232876999999998,没有自己,-9.230405,2.071882,1.6334685,0.4384135,-5.525054
愤怒,4.625574e-06,0.00022780956000000003,49.25000852852681,-6.6644454,0.0,0.9542425,-5.7102027,-0.9542425,葡萄不愤怒,-5.4832277,1.146128,0.9542425,0.19188550000000004,-3.382857
弃之可惜,6.250776e-07,3.0697740000000005e-05,49.11029119224595,-7.281603,0.30103,1.3424227,-5.63815,-1.0413926999999998,,,,,,
不经,1.6156707e-06,7.916786999999999e-05,49.00000182949268,-9.065031,2.1553361,1.447158,-5.462537,0.7081781,不经意间,-8.729332,1.7403626,1.462398,0.2779646,-5.5265713
居然发,1.6156707e-06,7.755219e-05,47.99999774831669,-8.6818905,2.0043213,1.2552725,-5.422297,0.7490488,居然发现,-8.257686,1.8864907,1.7075702,0.17892050000000004,-4.663625
真是假,1.6156707e-06,7.755219e-05,47.99999774831669,-7.3495827,0.0,1.7923917,-5.557191,-1.7923917,,,,,,
下个,1.6156707e-06,7.755219e-05,47.99999774831669,-7.8606606,1.5797836,0.60206,-5.6788173,0.9777236,下个月,-9.315408,1.9590414,1.7403626,0.21867879999999995,-5.6160035
感受不,1.6156707e-06,7.593652e-05,46.99999817050732,-8.8369875,2.3324385,1.230449,-5.2741003,1.1019895,感受不到,-8.697725,1.5797836,1.7242758,-0.14449219999999996,-5.3936663
好累,1.6156707e-06,7.593652e-05,46.99999817050732,-6.937711,1.146128,0.0,-5.7915826,1.146128,,,,,,
特难,1.6156707e-06,7.593652e-05,46.99999817050732,-8.016746,0.0,2.7678976,-5.248848,-2.7678976,绍来特难,-5.8956275,0.0,0.47712126,-0.47712126,-5.418506
个时间,1.6156707e-06,7.432085e-05,45.999998592697935,-8.812187,1.5314789,2.2552724,-5.025436,-0.7237935,这个时间,-8.804841,1.8512584,1.6232493,0.2280091000000002,-5.3303337
次都这样,1.6156707e-06,7.432085e-05,45.999998592697935,-8.003091,1.0791812,1.9138138,-5.0100956,-0.8346326,每次都这样,-7.8440757,1.7160033,1.8325089,-0.11650560000000021,-4.295563
小米客服,1.6156707e-06,7.432085e-05,45.999998592697935,-7.2840414,1.9822712,0.9542425,-4.3475275,1.0280287000000001,,,,,,
接单,1.6156707e-06,7.432085e-05,45.999998592697935,-6.8296857,0.0,1.0791812,-5.7505045,-1.0791812,在线接单,-7.077509,1.845098,1.6627579,0.1823401,-3.569653
这个是真,1.6156707e-06,7.432085e-05,45.999998592697935,-8.773052,1.9912261,1.0791812,-5.702645,0.9120448999999999,,,,,,
的几,1.6156707e-06,7.432085e-05,45.999998592697935,-9.491632,2.4502492,1.690196,-5.351187,0.7600532,几个,-9.668491,1.8512584,2.0086002,-0.15734179999999998,-5.808633
早买,1.6156707e-06,7.432085e-05,45.999998592697935,-8.546846,2.09691,1.3617278,-5.0882087,0.7351821999999999,早买早享受,-6.29757,1.9294189,1.908485,0.02093389999999995,-2.4596663
1米,1.6156707e-06,7.270518e-05,44.999999014888544,-6.692835,0.0,0.9542425,-5.738592,-0.9542425,数据线1米,-6.422304,1.2552725,1.50515,-0.24987749999999997,-3.661882
紧的,1.6156707e-06,7.270518e-05,44.999999014888544,-9.060324,1.5185139,2.30103,-5.24078,-0.7825160999999998,紧紧,,,,,
这期间,1.6156707e-06,7.270518e-05,44.999999014888544,-8.694875,1.2787536,2.0413928,-5.374728,-0.7626392000000002,在这期间,-8.272685,1.3222193,1.7781513,-0.455932,-5.1723146
要这个,1.6156707e-06,7.270518e-05,44.999999014888544,-9.179812,2.075547,2.794488,-4.3097773,-0.718941,想要这个,-9.224651,1.748188,1.6812413,0.06694670000000014,-5.7952223
个口味,1.6156707e-06,7.270518e-05,44.999999014888544,-8.67152,1.4313638,2.1673174,-5.072839,-0.7359536,换个口味,-8.216202,1.2787536,1.3802112,-0.10145760000000004,-5.5572367
还是假的,1.6156707e-06,7.270518e-05,44.999999014888544,-7.6257944,0.30103,1.50515,-5.8196144,-1.20412,,,,,,
可以肯定,1.6156707e-06,7.108951e-05,43.999999437079175,-8.230027,1.7160033,0.69897,-5.815054,1.0170333,,,,,,
拿不,1.6156707e-06,7.108951e-05,43.999999437079175,-8.752464,2.1702616,1.462398,-5.119805,0.7078635999999998,拿不准,-6.5763173,1.8920946,1.8512584,0.04083619999999999,-2.8329644
的退,1.6156707e-06,7.108951e-05,43.999999437079175,-9.143542,2.8182259,2.09691,-4.2284064,0.7213159,退路,-7.4781237,0.845098,1.230449,-0.3853509999999999,-5.4025764
的假的,1.6156707e-06,7.108951e-05,43.999999437079175,-7.8620768,0.60206,1.9912261,-5.2687907,-1.3891661,假的假,-7.7353134,1.4913617,1.0791812,0.41218049999999984,-5.1647706
应该还,1.6156707e-06,7.108951e-05,43.999999437079175,-8.727761,2.346353,1.5797836,-4.801625,0.7665694000000001,,,,,,
份上,1.6156707e-06,7.108951e-05,43.999999437079175,-8.482895,1.6127839,2.356026,-4.514085,-0.7432421,,,,,,
是没想到,1.6156707e-06,6.947384e-05,42.99999985926979,-8.843025,1.30103,2.045323,-5.496672,-0.7442929999999999,但是没想到,-7.808942,1.9542425,2.3201463,-0.3659038000000001,-3.5345528
好说的,1.6156707e-06,6.947384e-05,42.99999985926979,-8.986539,1.4771212,2.2648177,-5.2446,-0.7876965,没啥好说,,,,,
谁了,1.6156707e-06,6.947384e-05,42.99999985926979,-9.403303,1.39794,2.2253094,-5.780054,-0.8273694,是没谁,-7.6258426,1.447158,1.3424227,0.10473529999999998,-4.8362617
